asn,handle,description
271035,CCS-CAMBORIU-CABLE,"CCS Camboriú Cable System de Telecomunicações Ltda"
271036,WELTON-RODRIGUES-VAZ,"WELTON RODRIGUES VAZ"
271037,SL7-TELECOMUNICACOES-EIRELI,"SL7 TELECOMUNICACOES - EIRELI"
271038,MEGA-TURBO-INTERNET,"Mega Turbo Internet Banda Larga Telecom LTDA"
271039,INIT-FIBRA,"Init Fibra"
271041,NOVANET-PROVEDORA-INTERNET,"NOVANET PROVEDORA DE INTERNET LTDA ME"
271042,BOT-INTERNET-SERVICOS,"BOT INTERNET E SERVICOS DE TELECOMUNICACOES LTDA"
271043,SFL-TELECOMUNICACOES-EIRELI,"SFL TELECOMUNICACOES EIRELI"
271045,MATHEUS-MOTA-TORRES,"Matheus Mota Torres LTDA"
271046,M-O-CARVALHO,"M DE O CARVALHO"
271047,MPAM-PROCURADORIA-GERAL,"MPAM - Procuradoria-Geral de Justica do Amazonas"
271048,LUYANA-DEGA,"Luyana Dega Ltda"
271049,REDE-EXS-TELECOMUNICACOES,"Rede EXS Telecomunicações LTDA"
271050,LINK-INTERNET-FIBRA-OTICA,"LINK INTERNET FIBRA OTICA"
271051,EDMILSON-SALES-BEZERRA,"EDMILSON SALES BEZERRA"
271052,NUV-BRASIL,"NUV Brasil"
271053,POWERNET-TELECOMUNICACOES,"POWERNET TELECOMUNICACOES"
271054,CL-TELECOM,"CL TELECOM"
271055,C-K-TELECOMUNICACOES,"C & K TELECOMUNICACOES LTDA"
271056,MOVIL-TECNOLOGIA-TELECOM,"MOVIL TECNOLOGIA & TELECOM LTDA"
271057,FIBERLINK-TELECOM,"FIBERLINK TELECOM LTDA"
271058,BLOG-COMERCIO-ARTIGOS,"BLOG COMERCIO DE ARTIGOS DE INFORMATICA LTDA"
271059,R3-NETWORK-SERVICOS,"R3 Network Servicos De Internet Ltda"
271060,INOVAIP-TELECOM,"INOVAIP TELECOM LTDA"
271061,NETLINKPEINFO,"NETLINKPE.INFO LTDA"
271062,NEXTLINK-TELECOM,"Nextlink telecom"
271063,GF-WEB-TELECOM,"GF WEB TELECOM"
271064,POWERFLIX-TELECOM-SOLUCOES,"POWERFLIX TELECOM SOLUCOES LTDA"
271065,MARCOS-RANIELL-PINHEIRO,"Marcos Raniell Pinheiro Oliveira"
271066,AB-NET-TELECOM,"AB NET TELECOM"
271067,VILLAGGIONET-TELECOMUNICACOES,"Villaggionet Telecomunicacoes"
271068,REDE-FREE-INTERNET-WI-FI,"Rede Free - Internet Wi-fi"
271069,A4-SERVICOS-COMUNICACAO,"A4 SERVICOS DE COMUNICACAO LTDA"
271070,AILSON-TAVARES,"Ailson Tavares"
271071,NAVEGAI-SERVICOS-TELECOMUNICACOES,"NAVEGAI SERVICOS DE TELECOMUNICACOES E INFORMATICA"
271072,ULTRAFIBRA-NET-REPRESENTACOES,"ULTRAFIBRA NET REPRESENTACOES TELECOM EIRELI"
271073,MORAES-NET-TELECOMUNICACOES,"MORAES NET TELECOMUNICACOES - EIRELI"
271074,BRASIL-FIBRA-COMUNICACAO,"Brasil Fibra comunicação multimidia LTD"
271075,FIBERNET-WV-SERVICOS,"fibernet wv servicos telecom ltda"
271076,ILKACY-MOREIRA-JESUS,"ILKACY MOREIRA DE JESUS"
271077,HFG-TELECOMUNICACOES,"HFG TELECOMUNICACOES LTDA"
271078,VEM-TECNOLOGIA-EM,"VEM Tecnologia em Informatica LTDA"
271079,ASA-SANNRES-TELECOM,"Asa-Sannres Telecom Ltda"
271080,SPACE-NET-WORLD-TELECOM,"SPACE NET WORLD TELECOM"
271082,DIGITAL-NET-TELECOM,"DIGITAL NET TELECOM LTDA"
271083,SF-TELECOMUNICAES,"SF Telecomunicaes Ltda"
271084,TRYMNET-PROVEDOR,"TRYMNET PROVEDOR"
271085,MEGA-REDE-PROVEDORES,"Mega Rede Provedores de Acesso Ltda"
271086,J-R-F-SANTOS-TELECOM,"J. R. F. DOS SANTOS TELECOM - ME"
271087,LIGANETT-TELECOMUNICACOES,"LIGANETT TELECOMUNICAÇÕES LTDA"
271088,MGN-TELECOM,"MGN TELECOM"
271089,SKYNEXT-TELECOM,"SKYNEXT TELECOM LTDA"
271090,STONE-NET,"STONE NET LTDA"
271091,BEN-TELECOM,"BEN TELECOM"
271092,WORLDNET-SERVICOS-TELECOMUNICACAO,"WORLDNET SERVICOS DE TELECOMUNICACAO LTDA"
271093,G-J-ALVES,"G J Alves"
271094,SOLUTI-FIBRA-TELECOMUNICACOES,"Soluti Fibra Telecomunicações Ltda"
271095,SB-INTERNET,"SB INTERNET"
271096,ADILO-RODRIGUES-SOUZA,"Adilo Rodrigues de Souza"
271097,TELGE-SERVICOS-TELECOMUNICACOES,"TELGE SERVIÇOS DE TELECOMUNICAÇÕES LTDA"
271098,LINKS-INFORMATICA-TELECOM,"LINKS INFORMATICA E TELECOM LTDA"
271099,NK-FIBER-LINK,"N.K. FIBER LINK LTDA"
271100,ONE-TWO-SERVICOS,"One Two Servicos Ltda - ME"
271101,CORREA-RODRIGUES-TELECOM,"CORREA E RODRIGUES TELECOM LTDA"
271102,MASTER-LINK-NET,"Master Link Net - ME"
271103,ANTONIO-WESLLEY-XIMENES,"Antonio Weslley Ximenes Farias EIRELI"
271104,SN-TELECON,"SN TELECON LTDA"
271105,KADIM-CONNECT-TELECOMINICACAO,"Kadim Connect Telecominicacao LTDA - ME"
271106,MEC-SOLUTION,"MEC SOLUTION LTDA ME"
271107,INSTITUTO-FEDERAL-TOCANTINS,"Instituto Federal do Tocantins - Campus Araguaina"
271108,HBA-TELECOM,"HBA TELECOM LTDA - ME"
271110,LEWITEL-TELECOM,"LEWITEL TELECOM"
271111,NET7-PROVEDOR-INTERNET,"NET7 PROVEDOR DE INTERNET"
271112,SAFE-CONNECT-TELECOMUNICACOES,"Safe Connect Telecomunicacoes Ltda"
271113,CARNAUBANET,"CARNAUBANET LTDA"
271114,GLOBAL-LINK-TECNOLOGIA-EIRELI,"GLOBAL LINK TECNOLOGIA EIRELI"
271115,FIBRADOS-WEB-TELECOMUNICACOES,"FIBRADOS WEB TELECOMUNICAÇOES LTDA"
271116,DTS-TELECOMUNICACOES,"DTS TELECOMUNICAÇÕES"
271117,ULTRANET-IPAVA-TELECOM,"Ultranet Ipava Telecom Ltda"
271119,LIBRE-TELECOM-EIRELI,"LIBRE TELECOM EIRELI"
271120,INFONET-TELECOM-COM,"INFONET TELECOM COM E SERVICOS DE INTERNET LTDA"
271121,SP-LINK-PROVEDOR,"Sp Link Provedor de Internet LTDA"
271122,CONVEXPERT-BRASIL-SOLUCOES,"CONVEXPERT BRASIL SOLUÇÕES EM TECNOLOGIA LTDA"
271124,JSM-SILVA,"Jsm da Silva me"
271125,COMBO-BRASIL-INFORMATICA,"COMBO BRASIL INFORMATICA LTDA"
271126,ONDANET-PE,"ONDANET PE"
271127,INFONET-COMERCIO-INFORMATICA,"infonet comercio de informatica ltda me"
271128,FAST-WEB,"FAST WEB"
271129,RT-COMUNICACOES,"Rt Comunicações LTDA"
271130,WABA-PROVEDOR-INTERNET,"WABA PROVEDOR DE INTERNET LTDA"
271131,GIGA-SUL-TELECOM,"Giga Sul Telecom"
271132,VOA-INTERNET,"VOA INTERNET"
271133,M-TECNOLOGIA-TRANSPORTES,"M & A tecnologia e Transportes"
271134,R-R-TELECOMUNICACOES,"R&R TELECOMUNICACOES LTDA"
271135,JOSENILDO-FERREIRA-NASCIMENTO,"JOSENILDO FERREIRA DO NASCIMENTO - ME"
271136,ACK-TELECOMUNICACOES,"ACK TELECOMUNICACOES LTDA ­ ME"
271137,DIEGO-FERNANDO-SALES-FEITOSA,"diego fernando sales feitosa"
271138,GR-FAST-NET-TELECOMUNICACOES,"GR FAST NET TELECOMUNICACOES"
271139,CAMILO-BASILI,"CAMILO & BASILI LTDA"
271140,E-GOMES-SERVICOS-COMUNICACAO,"E. A. GOMES SERVICOS DE COMUNICACAO"
271142,LL-TELECOMUNICACOES-EIRELI,"LL TELECOMUNICACOES EIRELI"
271143,FN-JESUS-SILVA,"F.N DE JESUS SILVA"
271144,ADEMIR-FERREIRA,"Ademir Ferreira"
271145,PIAUI-LINK,"PIAUI LINK S/A"
271146,OESTE-SERVICOS-INTERNET,"OESTE SERVICOS DE INTERNET LTDA"
271147,KERO-NET-PROVEDOR,"KERO NET PROVEDOR DE INTERNET EIRELI"
271148,NEXTALL-TELECOMUNICACOES-EMPREENDIMENTOS,"NEXTALL TELECOMUNICACOES EMPREENDIMENTOS LTDA"
271149,K-R-VIOTO,"K. R. VIOTO"
271150,FOX-LINK-TELECOM,"FOX LINK TELECOM LTDA"
271151,RAFAEL-DOMINGOS-SILVA,"RAFAEL DOMINGOS DA SILVA LTDA"
271152,BRUNO-SAVI-GONCALVES,"BRUNO SAVI GONCALVES"
271153,IRIDIUM-ENGENHARIA,"IRIDIUM ENGENHARIA LTDA - ME"
271154,IHG-SERVICOS-TELECOM,"IHG SERVICOS TELECOM"
271155,NOG-TELECOMUNICACOES,"NOG TELECOMUNICAÇÕES LTDA"
271156,MEPLO-EMPREENDIMENTOS-TECNOLOGICOS,"MEPLO EMPREENDIMENTOS TECNOLOGICOS LTDA"
271157,SECURE-SERVICE-IT,"SECURE SERVICE IT TEC DA INF LTDA"
271158,LINK-DEDICADO-FIBRA,"Link Dedicado Fibra Optica Tv e Telefonia Ip LTDA"
271159,VIANA-TELECOM,"Viana Telecom LTDA"
271160,CONNECT-FIBRA-SERVICOS,"CONNECT FIBRA SERVICOS DE TELECOMUNICACAO LTDA"
271161,ALCANTARA-SERVICOS-TELECOMUNICACOES,"ALCANTARA SERVIÇOS DE TELECOMUNICAÇÕES - EIRELI"
271162,MEGA-JLA-SERVICOS,"MEGA JLA SERVICOS DE TELECOMUNICACOES LTDA"
271163,RJ-CONNECT-SERVICOS,"RJ CONNECT SERVICOS DE TELECOMUNICACÕES EIRELI"
271164,HNET-TELECOM,"Hnet Telecom"
271165,SKYNETLINK-COMERCE-SERVICE,"SKYNETLINK COMERCE & SERVICE EIRELI"
271166,YOU-TELECOM-PROVEDOR,"You Telecom Provedor de Internet Ltda"
271168,JJ-SANTOS-SERVICO,"JJ DOS SANTOS SERVIÇO DE COMUNICAÇÃO ME"
271169,NETFIBRA-TELECOM,"NETFIBRA TELECOM"
271170,LEVNET-TELECOM-INFORMATICA,"LEVNET TELECOM E INFORMATICA LTDA"
271171,MERCODATA-ENGENHARIA-SISTEMAS,"Mercodata Engenharia de Sistemas Ltda"
271172,MEGALINK-SERVICO-COMUNICACAO,"Megalink Servico de Comunicacao Multimidia Scm Lt"
271173,DDDNET-SERVICOS-COMUNICACAO,"DDDNET SERVIÇOS DE COMUNICAÇÃO LTDA"
271175,ARACAGYNET,"ARACAGYNET LTDA"
271176,BLUVELLOX-TELECOMUNICACOES,"BLUVELLOX TELECOMUNICACOES LTDA"
271177,ALEMNET-SOLUTIONS,"AlemNet Solutions"
271178,MCV-SOUSA,"MCV SOUSA ME"
271179,OLIVEIRA-CARVALHO-COMUNICACAO,"OLIVEIRA & CARVALHO COMUNICACAO E MULTIMIDIA LTDA"
271180,3XDATA-TECNOLOGIA,"3XDATA TECNOLOGIA LTDA"
271181,WHNET-TELECOM-SERVICOS,"whnet telecom serviços de telecomunicaçoes LTDA"
271182,SEGNET-TELECOMUNICACOES,"SEGNET TELECOMUNICACOES LTDA"
271183,DIGITAL-TERRA-ROXA,"DIGITAL TERRA ROXA INTERNET EIRELI"
271185,BRTELE-TECNOLOGIA,"BRTELE TECNOLOGIA LTDA"
271186,EUNAPOLIS-TELECOM,"EUNAPOLIS TELECOM LTDA"
271187,GARBIN-CENTER-INFORMATICA,"Garbin Center Informatica Ltda Me"
271188,VOCAL-NET-TELECOMUNICACOES,"VOCAL NET TELECOMUNICAÇÕES LTDA"
271189,JAVAS-TELECOM-COMUNICACOES,"JAVAS TELECOM COMUNICAÇOES EIRELI"
271190,DSW-SERVICO-COMUNICACAO,"DSW SERVICO DE COMUNICACAO MULTIMIDIA EIRELI"
271191,QUALITY-TELECOMUNICACOES,"QUALITY TELECOMUNICACOES LTDA"
271192,ACESSNET-TELECOMUNICACOES,"Acess.Net Telecomunicacoes LTDA"
271193,MEGANET-TELECOMUMICACOES,"Meganet Telecomumicacoes Ltda"
271194,ONLINE-TELECOMUNICACOES-EIRELE,"online telecomunicações eirele"
271195,WESTTELECOM-INTERNET,"WESTTELECOM INTERNET LTDA"
271196,GS-TELECOM,"GS TELECOM"
271197,J-R-SANTOS,"J. R. DOS SANTOS SERVIÇOS DE COMUNICAÇAO"
271199,MULTNET-TELECOM,"MULTNET TELECOM LTDA"
271200,TECNET-BRASIL-TELECOMUNICACOES,"TECNET BRASIL TELECOMUNICACOES LTDA"
271201,VIANET-TELECOMUNICACOES,"Vianet Telecomunicacoes Ltda"
271202,NAVEGNET-TELECOM,"NavegNet Telecom"
271203,CAMPONET-TELECOMUNICACOES,"CampoNet Telecomunicacoes"
271204,STREET-RECIFE-SERVICO,"STREET RECIFE SERVICO DE COMUNICACAO LTDA"
271205,MEGA-FIBRA-INFINITY,"MEGA FIBRA INFINITY LTDA"
271206,CH-INFORMATICA,"Ch Informatica Ltda"
271207,PROVERNET-PLAY-SERVICOS,"PROVERNET PLAY SERVICOS DIGITAIS LTDA"
271208,STREAM-NET,"Stream Net"
271209,ADILSON-BENTO-FERREIRA,"adilson bento ferreira 02815717166"
271210,G-TURBO-TELECOM,"G Turbo Telecom Servicos de Internet"
271211,DNET-PROVEDOR-INTERNET-EIRELI,"DNET PROVEDOR DE INTERNET EIRELI"
271212,RL-CONNECT-TELECOMUNICACAO,"RL Connect Telecomunicacao LTDA"
271213,TRIBUNAL-JUSTICA-AMAPA,"TRIBUNAL DE JUSTICA DO ESTADO DO AMAPA"
271214,INFORSUPER-COMERCIO-SERVICOS,"INFORSUPER COMERCIO E SERVICOS EM INFORMATICA LTDA"
271215,4CJ-SERVICOS-TELECOMUNICACOES,"4CJ SERVICOS E TELECOMUNICACOES LTDA"
271216,FLASHWIFI-SOLUCOES-EM,"FLASHWIFI SOLUCOES EM INFORMATICA"
271217,NOVA-INFO-INTERNET,"Nova Info Internet e Telecomunicações LTDA"
271218,AL-TELECOM-TELECOMUNICACOES,"AL TELECOM - TELECOMUNICAÇÕES LTDA"
271219,T-T-CONNECT-TELECOMUNICACOES,"T & T connect Telecomunicações"
271220,CLICK-INTERNET,"CLICK INTERNET LTDA"
271221,ELEVE-TELECOM-PROVEDOR,"Eleve Telecom Provedor de Internet Eireli"
271222,SIAT-TELECOM-INTERNET,"SIAT TELECOM INTERNET DEDICADA LTDA"
271223,ALLWORD-TELECOM,"Allword Telecom"
271224,CONNECT-TELECOMUNICACOES-FIBRA,"CONNECT TELECOMUNICACOES FIBRA OPTICA LTDA"
271225,GAV-TELECOM-SERVICOS,"GAV TELECOM SERVICOS DE TELECOMUNICACAO LTDA - ME"
271226,G4-INTERNET,"G4 Internet"
271227,TICWAY-SOLUCOES-EM,"TICWAY SOLUCOES EM TECNOLOGIA LTDA"
271228,WEB-HOUSE,"WEB HOUSE"
271230,FOX-SERVICOS-COMUNICACAO,"FOX SERVICOS DE COMUNICACAO MULTIMIDIA LTDA"
271231,J-S-SANTOS,"J. S. dos Santos Junior Comunicações ME"
271232,4B-DIGITAL,"4B Digital Ltda"
271233,SUPER-TELECOM,"SUPER TELECOM LTDA"
271234,WORLDCONECT-TELECOM,"WorldConect telecom"
271236,SUANET-TELECOM,"Suanet Telecom"
271237,MAXXLINK-TELECOMUNICACOES,"MAXXLINK TELECOMUNICAÇÕES LTDA ME"
271238,SBCNET,"SBCNET LTDA"
271239,ALTATECH-SOLUCOES-EM,"Altatech Soluções em Tecnologia EIRELI"
271240,PIXEL-INTERNET-TELECOMUNICACOES,"PIXEL INTERNET E TELECOMUNICACOES EIRELI"
271241,FBNET-TELECOM,"Fbnet Telecom"
271242,BRASIL-TECPAR-|-AMIGO-|-AVATO,"BRASIL TECPAR | AMIGO | AVATO"
271243,MAKROSAT-TECNOLOGIA-CORRETORA,"MAKROSAT TECNOLOGIA E CORRETORA DE SEGUROS LTDA -"
271244,FORTINET-TELECOMUNICACOES-EIRELI,"FORTINET TELECOMUNICACOES EIRELI"
271245,YAUH-TELECOM-PROVEDORES,"Yauh Telecom Provedores"
271246,MINISTERIO-PUBLICO-SANTA,"MINISTÉRIO PÚBLICO DO ESTADO DE SANTA CATARINA"
271247,RS-SUL-TELECOMUNICACOES,"RS Sul Telecomunicações Ltda"
271248,MYNETS-SERVICOS-COMUNICACAO,"MYNETS SERVICOS DE COMUNICACAO LTDA"
271249,V-BORGES-RIBEIRO-EIRELI,"V BORGES RIBEIRO EIRELI"
271250,TOP-INFORMATICA-TELECON,"TOP INFORMATICA TELECON LTDA"
271251,LAR-NET-TELECOMUNICACOES,"LAR NET TELECOMUNICAÇÕES LTDA"
271252,BHNET-FIBRA-TELECOMUNICACOES,"BHNET FIBRA TELECOMUNICACOES LTDA"
271253,LINK-BRASIL-TELECOMUNICACOES,"LINK BRASIL TELECOMUNICACOES LTDA"
271254,ME-TELECOM-SERVICOS,"ME TELECOM SERVIÇOS DE INTERNET LTDA"
271255,PEER-TELECOM,"PEER TELECOM LTDA"
271256,ADDIT-SERVICOS-CONSULTORIA,"Addit Servicos e Consultoria de Informatica Ltda"
271257,RODRIGO-SANTINELLI-LIMA,"RODRIGO SANTINELLI DE LIMA"
271258,ERICK-TELECOM,"ERICK TELECOM"
271259,CR-INTERNET-APUCARANA,"CR INTERNET APUCARANA LTDA"
271260,MYCONNECT-SERVICOS-TELECOMUNICACAO,"MYCONNECT SERVICOS DE TELECOMUNICACAO LTDA"
271261,CAIO-OLIVEIRA-LIMA,"CAIO DE OLIVEIRA LIMA - ME"
271262,COMETAFIBER-SERVICOS-INTERNET,"COMETAFIBER SERVICOS DE INTERNET LTDA"
271263,GILEADE-TELECOMUNICACOES-MULTIMIDIA,"GILEADE TELECOMUNICACOES E MULTIMIDIA LTDA"
271265,TUDO-ON-TELECOMUNICACOES,"TUDO ON TELECOMUNICACOES"
271266,CELNETS-TELECOM-FIBER,"CelNets Telecom Fiber"
271267,VISION-CONNECT-TELECOMUNICACOES,"Vision Connect Telecomunicaçoes Ltda Me"
271269,MAIS-NET-SOLUCOES,"Mais Net Soluções em Telecomunicações"
271270,T5-TELECOM,"T5 Telecom"
271271,AGS-TELECOM,"AGS TELECOM LTDA ME"
271272,REDE-W10-PROVEDOR,"REDE W10 - PROVEDOR DE INTERNET LTDA"
271273,NET-FORT-TELECOM,"NET FORT Telecom"
271274,CLICKCEDRO-PROVEDOR-INTERNET,"CLICKCEDRO PROVEDOR DE INTERNET"
271276,K-C-C-MATIAS,"K C C MATIAS-ME"
271277,GIGAMAIS-TELECOM,"GIGAMAIS TELECOM"
271278,A-B-OLIVEIRA,"A B OLIVEIRA TELECOMUNICACAO E INFORMARTICA"
271279,RADIONET-PROVEDOR-TELECOMUNICACAO,"RADIONET PROVEDOR DE TELECOMUNICACAO LTDA"
271280,CDL-COMUNICACAO-TECNOLOGIA,"CDL COMUNICACAO E TECNOLOGIA LTDA"
271281,AINET-INTERNET-EAMP;INFORMATICA,"Ainet internet eamp;informatica ltda"
271282,CONNECTA-FIBRA-PROVEDOR,"CONNECTA FIBRA PROVEDOR DE INTERNET EIRELI"
271283,GNS-POA,"GNS POA"
271284,MP-TELECOMUNICACOES-EIRELI,"MP TELECOMUNICACOES EIRELI"
271285,MG-TELECOM,"MG TELECOM"
271286,NET-TELECOM-COMUNICACOES,"NET TELECOM COMUNICAÇOES EIRELI"
271287,INTERCOM-INFORMATICA,"Intercom Informática LTDA ME"
271288,AULOI-INFORMATICA-TELECOM,"AULOI INFORMATICA TELECOM LTDA ME"
271289,FOXELL-TELECOM-SERVICOS,"Foxell Telecom Serviços de Telecomunicação Ltda"
271290,ALCIOLE-TELECOM,"Alciole Telecom"
271291,CS+TELECOMUNICACOES,"CS+TELECOMUNICACOES LTDA"
271292,D-G-TELECOMUNICACOES,"D G TELECOMUNICAÇÕES LTDA"
271293,NAVENET-INFORMATICA,"Navenet Informatica Ltda"
271294,CIDADEI-SERVICOS-COMUNICACAO,"CIDADEI SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA ME"
271296,IX-NETWORK-ULTRA,"IX-NETWORK ULTRA LTDA"
271297,NETZONE-SERVICOS-TECNOLOGIA,"NETZONE SERVICOS E TECNOLOGIA LTDA"
271298,OARIS-NETWORK,"Oaris Network"
271300,LOGIN-PROVEDOR-INTERNET,"LOGIN PROVEDOR DE INTERNET LTDA"
271301,GLINK-TELECOM,"GLINK TELECOM LTDA"
271302,MIXNET-TELECOMUNICACOES,"MIXNET TELECOMUNICACOES LTDA"
271303,BRAYO,"Brayo LTDA"
271304,AMS-NASCIMENTO-CONECTCOM,"A.M.S DO NASCIMENTO CONECT.COM"
271305,TRX-NET-SERVICOS,"TRX NET SERVICOS DE COMUNICACAO MULTIMIDIA EIRELI"
271306,F-ROMARIO-GOMES-SILVA,"F ROMARIO GOMES DA SILVA"
271308,FRANCISCO-EDSON-LIMA,"FRANCISCO EDSON LIMA BRASILEIRO"
271309,ASA-NET-TELECOM,"ASA NET TELECOM LTDA"
271310,GRNET-TELECOM,"GRNET TELECOM LTDA"
271311,UPNET-SOLUCOES-TECNOLOGIA,"UPNET SOLUCOES E TECNOLOGIA EIRELI"
271312,ZAP-INTERNET,"ZAP INTERNET"
271313,RICARDO-GRASSI-SACRAMENTO,"Ricardo Grassi Sacramento ME"
271314,JECTIX-TELECOM,"JECTIX TELECOM"
271315,NETFUSION-INTERNET,"Netfusion Internet LTDA"
271316,LP-CONECTA-SERVICO-INTERNET,"LP CONECTA SERVIÇO DE INTERNET"
271317,FORTI-COMERCIO-TECNOLOGIA,"FORTI COMERCIO E TECNOLOGIA LTDA"
271318,MEGA-FIBERLINK,"MEGA FIBERLINK"
271320,CONEX-PROVEDOR,"CONEX PROVEDOR"
271321,UNIQUE-DATA-CENTER,"Unique Data Center"
271322,WEEX-TELECOM,"WEEX TELECOM"
271323,CONNECT-TELECOM,"CONNECT TELECOM LTDA"
271324,LEDYVANHA-MENESES-ALENCAR,"Ledyvanha Meneses Alencar"
271325,INOVANET-TELECOMUNICACOES-MULTIMIDIA,"INOVANET TELECOMUNICACOES E MULTIMIDIA LTDA"
271326,P3-SERVICOS-TELECOMUNICACAO,"P3 SERVIÇOS DE TELECOMUNICAÇÃO LTDA"
271327,BEM-MAIS-SERVICOS,"BEM MAIS SERVIÇOS DE TELECOMUNICAÇÕES"
271328,RL-QUEIROZ-SILVA,"RL QUEIROZ DA SILVA PROVEDOR DE INTERNET"
271329,M-F-PROVEDOR,"M F A PROVEDOR DE INTERNET ISP TUTOIA LTDA"
271330,DIDE-TELECOMUNICACOES,"Dide telecomunicações Ltda"
271331,MASTER-CONNECT,"MASTER CONNECT"
271332,MS-NET,"MS NET"
271333,T-S-MATOS,"t s de matos telecomunicacoes eireli-me"
271334,JOSE-IVANALDO-SOUSA,"JOSE IVANALDO DE SOUSA TELECOMUNICACOES"
271335,GATEWAY-ENTERPRISE-CORPORATION,"GATEWAY ENTERPRISE CORPORATION LTDA ME"
271336,VIBER-TELECOM-SERVICOS,"VIBER TELECOM SERVICOS E TELECOMUNICACAO LTDA"
271337,LIKENET-TELECOM,"LIKENET TELECOM LTDA"
271338,TITAM-NET-TELECOM,"TITAM NET TELECOM"
271339,ZEUSNET-TELECOM,"ZEUSNET TELECOM"
271340,PLAY-FIBRA-SERVICOS,"PLAY FIBRA SERVICOS DE INTERNET LTDA"
271341,IDM-TELECOM,"IDM Telecom"
271342,NORTE-TEL-MATO,"NORTE TEL MATO GROSSO TELECOMUNICACOES LTDA"
271343,REAJNET-TELECOM,"REAJNet Telecom"
271344,GERENCIA-TELECOMUNICACOES,"GERENCIA TELECOMUNICAÇÕES LTDA - ME"
271345,ND-TELECOM-FIBRA,"ND TELECOM FIBRA"
271346,MASTER-NET,"Master Net"
271347,JHONATA-SILVA-MATOS,"JHONATA DA SILVA MATOS ME"
271348,MECNET-INTERNET,"MECNET INTERNET"
271350,FSNET-PROVEDOR,"FSNET PROVEDOR"
271351,CONECT-MAIS,"CONECT MAIS"
271352,STARSAT-TELECOM-COMERCIO,"Starsat Telecom Comercio e Serviços LTDA"
271353,JJ-POWERNET,"JJ PowerNet"
271354,UNIVERSIDADE-FEDERAL-MINAS,"UNIVERSIDADE FEDERAL DE MINAS GERAIS"
271355,NEOTECH-PROVEDOR-INTERNET,"NEOTECH PROVEDOR DE INTERNET LTDA"
271356,TELECOM-DIGITAL,"Telecom Digital"
271357,FIBRA-DIGITAL-TELECOM-EIRELI,"fibra digital Telecom eireli"
271358,AP-INTERNET,"AP INTERNET"
271359,SS-FIBER-TELECOM-EIRELI,"SS FIBER TELECOM EIRELI"
271360,ICATU-SEGUROS,"ICATU SEGUROS S/A"
271361,IJSAT-INTERNET,"IJSAT INTERNET LTDA"
271362,BLUEIT-TECNOLOGIA,"BLUEIT TECNOLOGIA LTDA"
271363,PSH-COUTO-TELECOMUNICACAO,"P.S.H. DO COUTO TELECOMUNICAÇAO-ME"
271364,EXY-SERVICOS-TELECOMUNICOES,"EXY SERVICOS DE TELECOMUNICOES LTDA"
271365,WWC-TELECOM,"WWC Telecom"
271366,SMART-TECNOLOGIAS-SOLUCOES,"SMART TECNOLOGIAS E SOLUÇÕES APLICADAS LTDA"
271367,RAYAI-FIBRA-PROVEDOR,"RAYAI FIBRA - PROVEDOR DE ACESSO A INTERNET EIRELI"
271368,I9-TELECOM,"i9 Telecom LTDA"
271369,R-TECNOLOGIA-SERVICOS,"R&E TECNOLOGIA E SERVICOS LTDA - ME"
271370,LINKMASTER-PROVEDOR-SERVICOS,"LINKMASTER PROVEDOR SERVIÇOS E TELECOMUNICAÇOES-ME"
271371,AGILITY-TELECOM-VARZEA-ALEGRE,"Agility Telecom Várzea Alegre"
271373,UPVC-INTERNET,"UPVC INTERNET"
271374,ASAP-TELECOM,"ASAP TELECOM LTDA"
271375,ZEEP-INTERNET,"ZEEP INTERNET"
271376,7LINK-TELECOM-EIRELI,"7LINK TELECOM EIRELI"
271377,TORRES-ALVES-BRANDAO,"Torres Alves e Brandao Ltda - ME"
271378,DATACUBONET-ASSIST-TEC,"DATACUBONET ASSIST TEC EM INFORMATICA LTDA"
271380,GLOBAL-CONECTA-TELECOM-EIRELI,"GLOBAL CONECTA TELECOM EIRELI"
271381,WORD-INTERNET-SERVICOS,"WORD INTERNET SERVICOS DE FIBRA OTICA ME"
271382,AGVIP-TECNOLOGIA-SOLUCOES,"AGVIP TECNOLOGIA E SOLUCOES"
271383,L-R-PROVEDOR-INTERNET,"L R PROVEDOR DE INTERNET LTDA"
271384,BANDIN-ASSIS-PROVEDOR,"Bandin & Assis Provedor LTDA"
271385,FIBRA-CHEGOU-COMUNICACOES,"FIBRA CHEGOU COMUNICACOES EIRELI"
271386,IMPACTUS-NET,"IMPACTUS NET LTDA"
271387,LMGB-SERVICOS-TELECOMUNICACOES,"LMGB SERVIÇOS DE TELECOMUNICAÇOES E INTERNET LTDA"
271388,WEB-PROVEDOR,"WEB Provedor"
271389,PAULO-CESAR-OLIVEIRA,"PAULO CESAR OLIVEIRA DA SILVA 05852075698"
271390,PERDOESNET,"PERDOESNET LTDA"
271391,LINK-SPEED-PROVEDOR,"LINK SPEED PROVEDOR DE INTERNET LTDA - ME"
271392,EXPRESSNET-TELECOM,"Expressnet Telecom"
271393,WALTER-ROSITO-JUNIOR,"WALTER ROSITO JUNIOR - ME"
271394,PEDRO-ERNANI-GONCALVES,"Pedro Ernani Gonçalves Mansinho"
